sequence,cq_level,base_qindex,block_dim,partition,partition_name,count,is_decision_node
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,5529,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,10,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,43,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,13,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,42,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,27,1
FlowerKids_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,43,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,8,0,NONE,549358,0
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,0,NONE,45272,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,10890,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,2,VERT,39688,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,11920,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,9682,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,8448,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,18901,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,15008,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,0,NONE,1462,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,133,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,2,VERT,453,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,35265,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,240,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,511,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,632,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,974,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,19,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,1068,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,0,NONE,36,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,2,VERT,1,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,10153,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,4,HORZ_A,2,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,6,VERT_A,2,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,20,80,64,7,VERT_B,2,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,8,0,NONE,475989,0
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,0,NONE,85136,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,11343,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,2,VERT,31513,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,3099,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,5349,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,3063,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,7181,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,5705,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,0,NONE,6086,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,911,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,2,VERT,1918,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,23082,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,1019,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,1346,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,1528,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,2074,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,168,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,2389,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,0,NONE,238,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,7,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,2,VERT,10,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,9879,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,3,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,13,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,8,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,20,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,5,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,8,0,NONE,333170,0
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,0,NONE,110370,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,8457,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,2,VERT,18159,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,273,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,1875,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,896,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,2146,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,1348,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,0,NONE,8329,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,3636,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,2,VERT,5099,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,11847,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,1622,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,1473,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,2039,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,2019,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,707,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,3583,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,0,NONE,350,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,22,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,2,VERT,48,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,9548,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,11,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,37,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,27,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,50,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,7,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,44,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,8,0,NONE,175224,0
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,0,NONE,118261,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,2555,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,2,VERT,4850,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,3,SPLIT,13,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,178,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,81,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,232,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,60,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,0,NONE,14121,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,5561,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,2,VERT,7106,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,2891,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,1708,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,1118,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,1639,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,1422,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,732,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,3365,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,0,NONE,637,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,109,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,2,VERT,157,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,8733,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,59,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,105,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,84,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,140,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,20,1
FlowerPan_3840x2160_50fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,85,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,8,0,NONE,480532,0
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,0,NONE,104362,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,9544,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,2,VERT,20407,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,1758,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,3621,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,2650,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,4506,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,3197,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,0,NONE,7762,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,783,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,2,VERT,1320,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,20818,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,1083,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,2484,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,1765,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,2904,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,91,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,1039,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,0,NONE,631,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,1,HORZ,3,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,2,VERT,71,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,9294,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,4,HORZ_A,4,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,5,HORZ_B,17,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,6,VERT_A,21,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,7,VERT_B,54,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,9,VERT_4,33,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,8,0,NONE,356898,0
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,0,NONE,108690,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,5002,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,2,VERT,5848,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,5648,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,812,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,848,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,601,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,823,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,0,NONE,20843,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,1583,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,2,VERT,1865,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,6837,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,976,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,1175,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,996,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,1223,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,278,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,552,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,0,NONE,3767,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,60,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,2,VERT,89,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,5425,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,33,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,67,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,6,VERT_A,84,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,7,VERT_B,130,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,8,HORZ_4,5,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,9,VERT_4,22,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,8,0,NONE,161570,0
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,0,NONE,103395,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,1,HORZ,3504,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,2,VERT,2582,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,3,SPLIT,89,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,4,HORZ_A,133,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,5,HORZ_B,80,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,6,VERT_A,96,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,16,7,VERT_B,63,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,0,NONE,22414,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,1,HORZ,2876,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,2,VERT,3085,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,3,SPLIT,3582,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,4,HORZ_A,860,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,5,HORZ_B,626,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,6,VERT_A,691,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,7,VERT_B,668,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,8,HORZ_4,272,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,32,9,VERT_4,445,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,0,NONE,4020,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,1,HORZ,135,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,2,VERT,233,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,3,SPLIT,4565,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,4,HORZ_A,91,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,5,HORZ_B,141,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,6,VERT_A,111,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,7,VERT_B,253,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,8,HORZ_4,8,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,43,172,64,9,VERT_4,36,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,8,0,NONE,73357,0
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,0,NONE,77704,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,1,HORZ,695,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,2,VERT,703,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,4,HORZ_A,28,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,5,HORZ_B,14,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,6,VERT_A,16,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,16,7,VERT_B,9,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,0,NONE,25615,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,1,HORZ,2660,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,2,VERT,2503,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,3,SPLIT,742,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,4,HORZ_A,403,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,5,HORZ_B,222,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,6,VERT_A,265,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,7,VERT_B,275,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,8,HORZ_4,112,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,32,9,VERT_4,197,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,0,NONE,4297,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,1,HORZ,259,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,2,VERT,407,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,3,SPLIT,3570,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,4,HORZ_A,141,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,5,HORZ_B,249,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,6,VERT_A,181,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,7,VERT_B,305,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,8,HORZ_4,25,1
HoneyBee_3840x2160_120fps_420_8bit_YUV_RAW,55,220,64,9,VERT_4,78,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,8,0,NONE,436750,0
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,0,NONE,116776,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,1,HORZ,8612,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,2,VERT,10032,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,3,SPLIT,2099,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,4,HORZ_A,1885,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,5,HORZ_B,1488,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,6,VERT_A,1971,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,16,7,VERT_B,1257,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,0,NONE,11982,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,1,HORZ,1409,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,2,VERT,839,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,3,SPLIT,17088,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,4,HORZ_A,1017,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,5,HORZ_B,2474,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,6,VERT_A,892,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,7,VERT_B,1888,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,8,HORZ_4,755,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,32,9,VERT_4,517,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,0,NONE,1689,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,1,HORZ,129,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,2,VERT,65,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,3,SPLIT,7920,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,4,HORZ_A,41,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,5,HORZ_B,69,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,6,VERT_A,18,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,7,VERT_B,24,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,8,HORZ_4,96,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,20,80,64,9,VERT_4,20,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,8,0,NONE,304197,0
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,0,NONE,104312,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,1,HORZ,3733,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,2,VERT,2122,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,3,SPLIT,10741,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,4,HORZ_A,410,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,5,HORZ_B,507,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,6,VERT_A,244,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,16,7,VERT_B,350,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,0,NONE,23403,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,1,HORZ,1927,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,2,VERT,851,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,3,SPLIT,6042,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,4,HORZ_A,616,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,5,HORZ_B,600,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,6,VERT_A,338,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,7,VERT_B,325,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,8,HORZ_4,582,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,32,9,VERT_4,162,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,0,NONE,4539,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,1,HORZ,298,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,2,VERT,115,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,3,SPLIT,3792,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,4,HORZ_A,109,1
Jockey_3840x2160_120fps_420_8bit_YUV_RAW,32,128,64,5,HORZ_B,128,1
